Hash,Filename,MI_Change,CC_Change,LOC_Change,Semantic_Similarity,Token_Similarity,Semantic_class,Token_class,Classes_Agree
9f91aa03aaf45d73ee32586a054a5f0044fae7ef,memory_profiler.py,,-0.0526315789473685,-8.0,1.0,0.9876292241982172,Minor,Minor,YES
9f91aa03aaf45d73ee32586a054a5f0044fae7ef,test/test_import.py,,0.0,1.0,0.9997757,1.0000000000000004,Minor,Minor,YES
6bbda1e23705d0889469e35e4286c897027e3cd7,memory_profiler.py,,0.0,0.0,0.9999999,0.999696305748645,Minor,Minor,YES
317a93ac3de7589592e6dac8e09154195b2e47d9,memory_profiler.py,,0.0,0.0,0.9999999,0.999696305748645,Minor,Minor,YES
c09c04a18e29479615ad937b47c3620bf07f5133,memory_profiler.py,,0.0,5.0,0.9999999,0.995377864429203,Minor,Minor,YES
51adf6bf86b5a63aabca29b538c1822f754db63e,memory_profiler.py,,0.0,5.0,0.9999999,0.995377864429203,Minor,Minor,YES
d2223b73de6e8e98da640bcf7907a11ec1d6be1b,memory_profiler.py,,-0.0789473684210526,-20.0,1.0000001,0.9572964798412956,Minor,Minor,YES
7ab61c046b290971f81e5f83e21caf3fe0f67780,memory_profiler.py,,0.0526315789473685,1.0,0.99999994,0.9959998922152192,Minor,Minor,YES
5752f3e1b522a00e88cf13f1651054a18eb818dd,README.rst,,,,1.0000002,0.9915262600020296,Minor,Minor,YES
f2b2550bdaa24b174c6101f819e0dac6ab4654b5,memory_profiler.py,,0.0,9.0,0.99970466,0.9924497872228676,Minor,Minor,YES
6fed905b88f819d7b197a0cfff00b494619f62b7,memory_profiler.py,,0.0,9.0,0.99970466,0.9924497872228676,Minor,Minor,YES
9e79e9293fa7eab9223f8535e040bb02206d3810,memory_profiler.py,,0.0,1.0,0.99999994,0.9974376426664898,Minor,Minor,YES
13e1192dfcc5d26d0c447a97a62d988d8ba791f6,memory_profiler.py,,0.0,2.0,0.99980867,0.991429663341046,Minor,Minor,YES
673f477fda944cb66e9ae557b6a59d61da97aab6,memory_profiler.py,,0.0,2.0,0.9999999,0.9941984815426322,Minor,Minor,YES
1971740d19dde3be64bd1d3af7753b642bfbb42b,memory_profiler.py,,0.0,0.0,0.9999999,0.9965659052678608,Minor,Minor,YES
fd8a891ce4e59dae8177408c983c18fee90ad7ca,memory_profiler.py,,0.0,0.0,0.9999999,0.9965659052678608,Minor,Minor,YES
07c7c988958428e4f2d3640d10f681dae880f5ed,memory_profiler.py,,0.0,3.0,0.99982655,0.9968469473145,Minor,Minor,YES
dc0c8aa60b5960d240b0dcea270efa1e5a314a2c,memory_profiler.py,,0.0,1.0,0.9999479,0.9952267660042656,Minor,Minor,YES
38bbd30895d1633a57d06afba8f18f2dfb436824,memory_profiler.py,,0.0344827586206895,3.0,1.0,0.9949979438380856,Minor,Minor,YES
