old_file path,new_file path,commit SHA,parent commit SHA,commit message,diff_myers,diff_hist
viRu5/setup.py,viRu5/setup.py,50e1f11d61a2ad855a588cc942f8ec3c7b277089,de2b1443d8907db834cc3eaaca157c5fc21b7348,edit setup method,50,7
README.md,README.md,570fb75a5c14a755eee3bb5a709d3028e4d7684b,9012e6172b8a0f7cd2ce07aa3f4c57f032b9d1c9,Update README.md,1,1
README.md,README.md,8f88fe81889292832ae5db8e1c238e50c738ce30,570fb75a5c14a755eee3bb5a709d3028e4d7684b,Update README.md,21,0
README.md,README.md,bf0e79cbaf761cfb77e9a5e00352c0e100bc12bf,8f88fe81889292832ae5db8e1c238e50c738ce30,Update README.md,5,5
test.jpg,test.jpg,c4c866e8bf8a4d27d793654ab0bae6ca4dc8b3c3,bf0e79cbaf761cfb77e9a5e00352c0e100bc12bf,remove useless files,0,0
README.md,README.md,aeced69bf1b4b4464ea7450ab3fc947987b1c6b5,c4c866e8bf8a4d27d793654ab0bae6ca4dc8b3c3,update,25,7
README.md,README.md,51ebf0afe0a12db69b2ab683b192336f079c9e40,aeced69bf1b4b4464ea7450ab3fc947987b1c6b5,Update README.md,6,6
README.md,README.md,b605ad9de06ec9e50fe05855a5c8f50ca5ccd88e,51ebf0afe0a12db69b2ab683b192336f079c9e40,Update README.md,1,1
README.md,README.md,3872cc7d64424d1422d55cd70a390aca598be727,b605ad9de06ec9e50fe05855a5c8f50ca5ccd88e,Update README.md,1,1
README.md,README.md,6226877acd4144c9572ec8fdf1e7fb1d7f22f000,3872cc7d64424d1422d55cd70a390aca598be727,Update README.md,1,1
README.md,README.md,8cc7bbf5438937cc42472e23f82428ba1f4080d0,3872cc7d64424d1422d55cd70a390aca598be727,Make README.md better,8,13
viRu5/source.py,viRu5/source.py,35f15db3370a1f2d405a02c0aed03f6f3e399448,d2916304aa3f3b2a5b608d2d6b27cb7172b65f21,"fixed (unicode error) 'unicodeescape' error

changed string to raw string so backslashes will be treated as literal characters instead of escape characters",1,1
